age,gender,department,job_level,marital_status,monthly_income,years_at_company,overtime,performance_rating,distance_from_home_km,training_hours_last_year,Attrition
31,F,Finance,2,Married,2619.0,37,No,3,6.9,133.0,0
56,F,Sales,1,Single,5947.0,31,Yes,3,5.6,49.0,0
53,F,Sales,5,Married,8130.0,9,No,2,5.9,136.0,0
53,M,Engineering,2,Single,10868.0,18,No,3,16.1,17.0,1
32,M,Engineering,3,Married,3568.0,3,No,1,6.6,179.0,0
60,F,Sales,1,Married,10029.0,20,Yes,3,3.2,94.0,0
23,F,Finance,2,Single,8832.0,1,No,4,9.8,42.0,0
53,F,HR,3,Single,18576.0,19,No,3,4.2,50.0,0
30,M,Support,4,Single,11545.0,10,Yes,4,-0.8999999999999999,142.0,0
48,F,Engineering,1,Single,15576.0,31,No,3,11.8,166.0,0
61,F,Sales,1,Single,5228.0,24,No,3,45.4,155.0,1
23,M,Engineering,5,Single,3722.0,2,No,2,0.8999999999999999,59.0,0
55,F,Support,1,Single,16562.0,28,Yes,3,8.8,155.0,0
46,F,Engineering,2,Married,5270.0,13,No,3,19.3,58.0,0
64,F,Engineering,1,Single,2977.0,16,Yes,3,14.7,23.0,1
19,F,Support,2,Single,11919.0,22,No,2,45.7,89.0,0
32,M,Support,3,Single,4029.0,22,No,3,11.0,68.0,0
59,F,HR,2,Married,6452.0,21,Yes,2,9.6,140.0,0
52,F,Engineering,3,Single,13890.0,12,No,3,24.9,129.0,0
61,F,Finance,3,Married,4003.0,40,No,1,19.9,12.0,1
27,F,Engineering,3,Married,3579.0,5,Yes,2,12.8,191.0,1
54,F,Finance,4,Divorced,13828.0,22,No,4,5.0,120.0,0
51,F,Finance,1,Married,3665.0,36,No,4,13.9,5.0,0
22,F,Support,2,Married,3361.0,32,No,3,3.5,163.0,0
30,M,Engineering,4,Married,10508.0,19,No,2,4.9,149.0,0
41,M,Sales,3,Married,8951.0,29,No,3,3.6,159.0,0
60,M,Finance,1,Single,8058.0,34,Yes,4,9.8,160.0,0
21,M,Finance,1,Single,3256.0,17,Yes,3,13.1,178.0,0
53,M,Engineering,3,Single,7443.0,27,No,3,11.1,63.0,0
57,M,Engineering,1,Single,10100.0,1,No,3,3.1,144.0,0
28,F,Sales,1,Divorced,9261.0,32,Yes,4,12.7,10.0,0
51,M,HR,2,Married,3913.0,13,No,2,1.9,79.0,0
38,M,Engineering,1,Single,8541.0,21,No,3,3.0,104.0,0
46,M,Engineering,2,Married,9993.0,3,No,3,19.9,2.0,0
41,M,Finance,3,Single,8268.0,32,No,3,0.0,162.0,0
25,M,HR,2,Married,18431.0,3,Yes,4,7.9,167.0,0
62,F,Finance,2,Single,5823.0,24,No,2,8.7,116.0,0
63,F,Sales,2,Single,6095.0,27,Yes,2,11.9,47.0,1
47,F,Sales,2,Married,6052.0,38,No,3,5.7,75.0,0
47,M,Sales,1,Single,10582.0,10,No,1,14.8,0.0,0
38,M,Sales,3,Married,10064.0,16,No,2,5.4,60.0,0
56,M,Engineering,3,Married,10779.0,15,No,3,3.1,104.0,0
31,F,HR,1,Married,6832.0,10,Yes,3,7.4,135.0,0
43,F,HR,5,Single,21637.0,10,No,3,11.5,42.0,0
38,M,Engineering,4,Single,11077.0,7,Yes,3,5.5,129.0,0
59,M,Engineering,2,Married,5660.0,36,No,2,32.2,156.0,0
31,M,Finance,2,Married,4643.0,23,No,4,-1.6,175.0,0
52,M,HR,1,Married,7699.0,28,No,3,3.8,185.0,0
62,F,Support,1,Single,6555.0,36,No,3,3.3,118.0,0
31,M,Sales,1,Single,18197.0,1,No,4,3.4000000000000004,165.0,0
44,M,Engineering,1,Married,4543.0,10,No,3,8.5,168.0,0
56,M,Engineering,1,Single,19025.0,18,Yes,3,19.4,144.0,0
39,F,Finance,2,Married,2442.0,34,Yes,1,8.2,82.0,0
25,F,Engineering,1,Married,11796.0,34,No,4,0.7000000000000002,34.0,0
26,F,Engineering,1,Divorced,8523.0,29,No,3,35.3,174.0,0
51,F,Engineering,3,Married,5776.0,27,Yes,3,4.5,91.0,0
21,M,Sales,4,Single,5457.0,31,No,4,17.9,71.0,0
59,M,Engineering,4,Married,8888.0,17,Yes,1,1.6,100.0,0
46,M,Finance,2,Married,7470.0,38,Yes,3,16.8,185.0,0
46,M,Support,5,Married,7063.0,8,No,3,3.7,165.0,0
61,F,Sales,3,Single,13388.0,5,No,2,21.7,172.0,0
49,M,Finance,1,Married,5140.0,28,No,3,2.4000000000000004,13.0,0
34,F,Finance,2,Married,7750.0,40,Yes,4,2.1,3.0,0
51,M,Sales,2,Single,5991.0,40,No,3,24.9,195.0,0
40,M,Sales,5,Divorced,4902.0,18,No,4,1.7000000000000002,111.0,0
49,F,HR,2,Single,8025.0,33,Yes,3,15.7,19.0,0
51,F,Support,2,Single,9305.0,10,No,3,7.5,44.0,0
35,M,Finance,2,Married,6094.0,38,No,3,7.9,8.0,0
22,M,Support,2,Single,4961.0,35,Yes,3,17.3,182.0,0
62,F,Finance,2,Single,6970.0,36,No,3,12.7,40.0,0
23,M,Finance,1,Single,6342.0,36,Yes,2,14.2,24.0,0
52,M,Sales,2,Single,14122.0,36,No,3,5.0,52.0,0
33,F,Engineering,2,Married,7523.0,5,No,3,6.6,146.0,0
37,F,Engineering,1,Single,4723.0,6,No,2,2.7,197.0,0
39,F,Engineering,3,Single,6643.0,18,No,2,14.5,171.0,1
34,M,Sales,1,Single,9106.0,17,No,3,3.7,137.0,0
62,M,Sales,5,Single,3623.0,31,No,3,4.9,129.0,0
20,F,Finance,1,Married,5708.0,22,No,3,5.1,123.0,0
19,F,Sales,1,Married,7961.0,13,No,2,5.2,89.0,0
21,M,Sales,1,Single,8216.0,9,No,4,6.9,23.0,0
63,F,Support,3,Single,8765.0,2,Yes,3,3.7,106.0,0
47,F,Sales,4,Single,8497.0,0,No,3,18.3,58.0,0
57,M,HR,3,Married,9851.0,3,Yes,3,3.6,189.0,0
19,F,Support,1,Divorced,10227.0,38,Yes,3,14.9,81.0,0
33,F,Engineering,5,Married,7813.0,37,No,4,3.0,71.0,0
36,M,Engineering,2,Divorced,9498.0,0,No,3,23.9,75.0,0
50,F,Engineering,2,Single,9475.0,28,No,3,2.5,173.0,0
36,F,Support,2,Single,5809.0,0,Yes,3,25.2,172.0,0
46,F,HR,1,Married,8092.0,28,No,2,6.5,12.0,0
30,M,Finance,2,Married,7119.0,39,No,3,10.1,147.0,0
19,F,Support,1,Divorced,11531.0,8,No,3,5.2,48.0,0
58,M,Sales,1,Single,4686.0,40,No,1,7.300000000000001,50.0,0
21,M,Finance,3,Married,8362.0,4,No,3,7.6,63.0,0
30,F,HR,1,Married,3753.0,37,Yes,4,26.5,172.0,1
55,M,Sales,2,Married,6752.0,2,No,3,24.8,122.0,0
55,M,Sales,4,Single,12925.0,23,Yes,3,1.1,52.0,0
50,M,Engineering,2,Single,8325.0,6,No,3,8.4,143.0,0
63,M,Support,1,Married,2816.0,20,No,3,35.0,54.0,0
36,F,Support,5,Married,6899.0,2,Yes,2,3.3,120.0,0
50,M,Engineering,3,Divorced,4162.0,31,Yes,1,9.9,196.0,0
46,F,Sales,2,Single,2867.0,32,No,3,10.8,155.0,0
27,F,Engineering,3,Single,11063.0,8,No,4,2.5,114.0,0
43,M,Support,1,Divorced,11267.0,32,No,3,20.5,152.0,0
61,M,Finance,2,Single,8397.0,2,No,3,26.0,138.0,1
50,M,Sales,1,Divorced,8878.0,38,No,3,26.1,92.0,0
32,F,HR,1,Single,7435.0,18,No,3,19.5,79.0,0
21,F,HR,5,Single,9277.0,13,Yes,1,3.9,85.0,0
62,M,Sales,3,Married,7134.0,39,No,2,3.3,153.0,0
52,F,Sales,1,Single,9848.0,20,No,4,8.3,12.0,0
29,F,Sales,4,Married,6716.0,35,No,3,10.7,143.0,0
57,F,Engineering,2,Single,8316.0,21,Yes,3,8.9,22.0,0
29,M,Sales,5,Single,4095.0,16,No,3,0.7000000000000002,45.0,0
59,M,Engineering,3,Married,3722.0,6,Yes,2,5.4,192.0,0
38,F,Finance,3,Single,6479.0,24,Yes,1,6.9,80.0,0
25,F,Engineering,3,Single,8517.0,7,No,1,8.7,62.0,0
31,M,Engineering,1,Married,10840.0,15,No,3,-0.8999999999999999,43.0,0
22,F,Sales,2,Married,4537.0,29,No,4,1.6,33.0,0
20,F,Support,2,Married,8534.0,12,Yes,3,3.3,2.0,0
34,F,Sales,3,Married,6151.0,5,No,4,3.9,129.0,0
50,F,Support,3,Single,9125.0,27,No,3,15.0,98.0,0
45,F,Engineering,2,Divorced,5336.0,33,Yes,3,5.2,137.0,0
64,M,Engineering,3,Single,7384.0,32,No,3,12.2,105.0,0
54,M,Engineering,2,Married,12968.0,29,No,3,14.5,32.0,0
22,M,Engineering,3,Married,13669.0,25,No,3,4.3,15.0,0
18,F,Engineering,5,Married,15342.0,34,Yes,3,9.7,120.0,0
46,F,Engineering,3,Married,4917.0,9,No,3,22.8,129.0,0
57,M,Finance,3,Married,4213.0,32,Yes,3,0.7000000000000002,86.0,0
43,M,Sales,1,Single,4158.0,36,Yes,3,5.1,8.0,0
26,F,Finance,5,Single,3907.0,6,No,2,6.800000000000001,136.0,0
20,F,Sales,1,Single,5737.0,34,No,3,0.1,170.0,0
46,M,HR,2,Married,5550.0,38,No,3,10.9,189.0,0
48,F,Support,3,Married,6010.0,4,Yes,3,0.7999999999999998,46.0,0
26,F,Finance,3,Married,15203.0,12,No,3,-0.7,0.0,0
32,F,Sales,4,Married,4538.0,11,No,3,19.7,82.0,0
41,F,Finance,2,Divorced,2938.0,28,Yes,3,30.4,152.0,1
33,F,Engineering,1,Single,12981.0,23,No,3,21.5,119.0,0
52,F,Sales,1,Single,9776.0,16,No,2,3.7,63.0,0
19,M,Sales,2,Married,15818.0,27,No,3,9.1,132.0,0
23,F,Engineering,2,Married,13674.0,33,No,3,17.0,133.0,0
47,M,HR,5,Single,5558.0,30,Yes,3,2.7,41.0,0
57,F,HR,1,Married,4106.0,16,No,3,3.5,2.0,0
37,M,Engineering,1,Divorced,6936.0,1,No,2,4.3,158.0,0
26,F,Engineering,3,Married,4209.0,17,No,3,4.1,9.0,0
45,F,Sales,4,Married,4884.0,31,No,3,17.2,155.0,0
55,F,Finance,2,Single,4565.0,19,Yes,2,16.0,172.0,0
47,M,Engineering,3,Married,4814.0,23,Yes,2,1.6,161.0,0
20,F,Sales,1,Single,3938.0,4,No,3,7.6,2.0,0
46,F,Engineering,2,Single,6661.0,23,Yes,4,8.7,130.0,0
18,F,Engineering,3,Single,4058.0,10,No,4,14.8,28.0,0
60,F,Engineering,1,Divorced,3737.0,35,No,4,14.1,43.0,0
24,M,Sales,2,Married,6798.0,3,No,2,12.7,149.0,0
57,M,Engineering,1,Divorced,8881.0,2,Yes,4,2.9000000000000004,83.0,0
54,F,Engineering,1,Married,2269.0,22,Yes,3,15.0,6.0,0
25,M,Engineering,2,Married,4002.0,0,Yes,2,6.300000000000001,137.0,0
54,F,Engineering,4,Divorced,11620.0,31,No,4,7.6,143.0,0
23,F,Sales,2,Single,6479.0,0,Yes,2,7.300000000000001,2.0,0
30,F,Engineering,3,Married,5596.0,27,Yes,1,1.2000000000000002,163.0,0
63,M,Sales,2,Single,6185.0,17,No,2,10.6,157.0,0
61,F,HR,2,Married,11625.0,30,No,3,3.1,74.0,0
52,F,Support,3,Married,8425.0,25,No,2,12.9,26.0,0
52,M,Engineering,3,Married,4934.0,1,No,3,5.3,86.0,0
26,F,Support,1,Married,9925.0,5,No,4,3.3,92.0,0
38,M,Engineering,3,Single,14892.0,34,No,4,21.5,102.0,0
20,F,Support,2,Married,18039.0,17,Yes,3,6.699999999999999,46.0,0
40,F,Engineering,1,Married,6756.0,9,No,3,7.6,69.0,0
56,M,Engineering,5,Married,8228.0,32,Yes,2,1.1,133.0,0
51,M,Finance,3,Married,13875.0,34,No,3,6.4,45.0,0
64,F,HR,4,Married,6010.0,28,Yes,3,8.7,108.0,0
44,M,Finance,1,Married,7574.0,37,No,2,6.4,84.0,0
33,M,Sales,1,Married,4158.0,20,No,3,15.3,80.0,1
22,F,Engineering,2,Divorced,7944.0,34,No,2,12.2,86.0,0
28,F,Sales,4,Married,13366.0,25,No,3,1.5,129.0,0
19,M,Finance,1,Married,8098.0,34,Yes,3,12.1,104.0,0
33,M,Engineering,1,Single,5360.0,2,No,3,5.0,172.0,0
62,M,Engineering,3,Married,8659.0,22,No,3,1.7999999999999998,67.0,0
26,F,Support,2,Married,4392.0,31,No,2,0.3999999999999999,37.0,0
51,F,Sales,2,Married,4355.0,1,No,2,36.5,56.0,0
42,M,Engineering,5,Married,4028.0,18,No,3,2.9000000000000004,48.0,0
44,M,Support,2,Married,6086.0,36,No,3,10.0,62.0,0
19,M,Support,1,Single,5373.0,19,No,3,6.1,134.0,0
46,M,Support,4,Single,13575.0,9,Yes,3,2.7,143.0,0
33,F,Engineering,4,Married,10583.0,37,Yes,2,2.9000000000000004,124.0,0
32,F,Engineering,1,Married,8042.0,31,No,3,5.3,73.0,0
53,F,Engineering,1,Single,7618.0,32,No,3,4.5,97.0,0
60,M,HR,2,Single,2895.0,6,No,2,4.5,193.0,0
34,F,Sales,1,Married,5686.0,37,No,3,38.3,180.0,0
39,F,HR,3,Married,6673.0,24,No,3,4.7,196.0,0
63,F,Engineering,1,Married,19530.0,39,No,3,2.4000000000000004,99.0,0
42,M,Engineering,2,Married,2509.0,22,No,4,7.699999999999999,86.0,0
61,F,Engineering,1,Married,3584.0,24,Yes,3,-1.0,48.0,0
36,F,Sales,2,Divorced,3506.0,33,No,2,3.4000000000000004,152.0,0
52,M,Finance,4,Divorced,5205.0,13,No,2,13.5,140.0,0
25,M,Support,3,Married,7334.0,13,No,4,13.7,15.0,0
25,M,Engineering,2,Married,3997.0,24,No,3,12.0,85.0,0
57,M,Support,2,Married,7065.0,17,No,1,14.4,45.0,0
45,F,Engineering,1,Single,11692.0,23,No,2,6.0,38.0,0
52,M,Engineering,1,Married,7197.0,17,No,2,19.8,30.0,1
47,M,Sales,2,Single,5209.0,2,No,3,4.0,29.0,0
52,M,Engineering,1,Married,15351.0,8,Yes,3,12.5,140.0,0
48,M,Sales,2,Married,7370.0,33,No,3,7.6,110.0,0
61,M,Engineering,1,Married,9058.0,29,Yes,3,8.3,19.0,0
39,M,Engineering,1,Single,17036.0,39,Yes,2,8.0,106.0,0
32,F,Engineering,1,Divorced,2787.0,34,No,3,0.0,42.0,0
57,F,Engineering,1,Married,12219.0,15,No,3,2.4000000000000004,22.0,0
61,M,Sales,3,Married,7884.0,17,No,3,15.2,53.0,0
59,M,HR,2,Single,6557.0,21,No,3,35.3,163.0,0
26,F,Sales,3,Married,5565.0,8,No,4,10.3,186.0,1
54,F,HR,2,Married,12140.0,9,No,3,13.4,93.0,0
62,M,Engineering,3,Single,15728.0,8,No,3,16.5,85.0,0
21,M,Support,4,Married,19775.0,25,No,3,18.6,102.0,0
38,M,Sales,2,Single,4712.0,36,Yes,3,6.4,158.0,0
53,M,Sales,2,Married,5456.0,28,Yes,3,-0.3,152.0,0
59,M,Support,4,Married,3709.0,27,No,3,5.0,93.0,0
30,M,Sales,2,Married,13392.0,23,No,1,6.1,181.0,0
36,F,Engineering,1,Divorced,3834.0,29,Yes,2,4.9,65.0,0
46,M,Sales,3,Single,5635.0,12,No,2,-0.6000000000000001,102.0,0
43,M,Sales,1,Married,7367.0,15,No,3,2.3,72.0,0
51,M,Sales,1,Single,9306.0,9,No,3,3.6,184.0,0
38,M,Finance,2,Single,4109.0,22,No,3,6.5,106.0,0
39,M,Engineering,3,Married,5861.0,0,Yes,3,4.8,169.0,0
54,M,Sales,2,Single,3744.0,15,No,3,14.9,155.0,0
51,F,Support,3,Divorced,16599.0,12,No,3,17.0,65.0,0
28,M,Sales,1,Married,5089.0,26,No,2,12.4,49.0,0
52,M,Engineering,3,Single,4356.0,32,No,4,2.1,61.0,0
48,F,Sales,2,Married,6259.0,30,No,3,17.2,97.0,0
25,M,Finance,5,Married,6276.0,35,No,2,5.9,25.0,0
53,M,Engineering,2,Married,3231.0,33,No,3,23.6,120.0,0
38,M,Engineering,1,Single,19911.0,12,No,3,0.7000000000000002,16.0,0
24,M,Support,1,Married,10825.0,25,Yes,3,6.6,183.0,0
64,F,Support,4,Divorced,4971.0,34,No,3,7.6,101.0,0
31,F,Engineering,2,Single,12491.0,32,Yes,4,10.1,101.0,0
60,M,Sales,3,Single,6709.0,31,No,3,9.0,157.0,0
56,M,Engineering,2,Married,9863.0,37,Yes,2,4.4,107.0,0
61,M,Engineering,4,Married,4507.0,34,No,1,5.0,69.0,0
33,F,Sales,3,Married,3025.0,30,No,3,2.0,165.0,0
38,F,Sales,2,Married,2582.0,0,No,1,15.9,171.0,1
54,F,Support,1,Married,7353.0,40,No,4,5.5,174.0,0
37,F,Sales,3,Married,7863.0,0,Yes,2,3.0,39.0,0
33,F,Finance,2,Married,4678.0,5,No,3,10.3,15.0,0
22,M,HR,4,Married,5976.0,15,No,3,22.2,161.0,0
43,M,Engineering,4,Single,14705.0,7,No,2,5.0,122.0,0
29,M,Support,2,Married,6290.0,0,Yes,2,14.2,147.0,1
56,F,Finance,1,Single,7209.0,32,No,3,-1.9,91.0,0
48,F,Finance,3,Single,6463.0,4,No,3,2.1,11.0,0
64,F,Finance,1,Single,7025.0,23,No,3,2.7,19.0,0
47,M,Support,5,Single,5049.0,34,No,3,2.0,183.0,0
24,F,Finance,2,Married,6333.0,5,No,3,16.8,51.0,0
55,M,Sales,5,Divorced,5854.0,1,No,3,13.5,33.0,0
41,M,Engineering,1,Single,5594.0,0,No,3,21.7,33.0,0
40,M,Sales,3,Single,5952.0,1,Yes,3,31.0,67.0,1
51,M,Finance,2,Divorced,10480.0,1,No,2,17.6,75.0,0
38,M,Support,2,Married,8135.0,18,Yes,2,1.4,97.0,0
30,F,Sales,1,Divorced,4616.0,29,No,3,14.7,168.0,0
31,F,Engineering,1,Single,2937.0,24,No,3,9.1,157.0,0
48,F,Support,2,Single,7761.0,32,Yes,3,10.6,162.0,0
55,F,Sales,1,Single,8268.0,1,No,4,14.4,137.0,0
26,F,Finance,1,Single,2506.0,35,No,4,14.9,166.0,0
37,F,Support,2,Married,20957.0,0,Yes,2,3.1,85.0,0
50,F,Engineering,3,Single,9281.0,6,No,2,5.0,147.0,0
29,F,Sales,3,Single,4788.0,19,No,3,15.7,32.0,0
36,M,Support,2,Divorced,12898.0,1,No,3,14.8,27.0,0
28,M,Engineering,1,Divorced,8476.0,15,No,3,1.4,4.0,0
49,F,Engineering,3,Married,7526.0,21,No,4,21.0,32.0,0
56,M,Engineering,1,Divorced,5958.0,2,No,3,1.6,67.0,0
23,M,Support,2,Divorced,13127.0,21,Yes,3,4.1,171.0,0
19,F,Support,1,Single,10368.0,32,No,3,0.8999999999999999,136.0,0
52,M,Engineering,2,Single,6866.0,2,No,3,4.9,96.0,0
37,M,Sales,2,Married,3678.0,22,No,1,13.1,41.0,0
30,F,Engineering,5,Divorced,9005.0,36,No,2,10.5,21.0,0
37,F,Finance,1,Married,2117.0,33,Yes,4,19.0,34.0,0
30,F,Support,3,Married,7289.0,3,Yes,2,24.5,182.0,0
55,M,Support,3,Married,6109.0,1,Yes,2,1.0,66.0,0
62,F,Engineering,4,Married,3368.0,19,No,3,25.0,85.0,1
50,M,Engineering,3,Married,8732.0,5,No,3,2.7,154.0,0
26,M,Finance,3,Married,10723.0,28,No,2,22.6,111.0,0
34,F,Sales,1,Married,12519.0,15,No,3,10.1,70.0,0
63,M,Sales,4,Single,4742.0,9,No,1,-0.1,44.0,0
19,M,Finance,4,Single,15563.0,0,No,2,15.0,78.0,0
47,M,Support,1,Married,7116.0,0,No,3,23.6,110.0,0
21,M,Sales,1,Married,1921.0,2,No,3,-0.5,61.0,0
41,F,Engineering,1,Married,3279.0,20,No,3,5.5,68.0,0
50,M,Finance,3,Married,3671.0,9,No,3,4.0,194.0,0
57,F,Finance,1,Married,4995.0,38,No,4,0.8999999999999999,105.0,0
48,M,Sales,2,Single,5085.0,23,No,3,3.9,127.0,0
29,M,Finance,4,Single,12369.0,28,No,2,6.199999999999999,121.0,0
45,F,Engineering,3,Single,13207.0,22,No,3,7.199999999999999,129.0,0
58,F,Support,2,Single,6603.0,25,No,4,27.3,59.0,0
34,M,Engineering,2,Single,7019.0,1,Yes,1,3.5,192.0,0
44,F,Sales,5,Married,11646.0,13,No,3,6.0,36.0,0
25,M,Finance,2,Single,6744.0,22,No,3,25.8,10.0,0
55,F,HR,2,Single,4659.0,25,No,3,12.7,119.0,0
28,F,Finance,1,Single,6988.0,6,No,3,12.0,143.0,0
51,M,Engineering,4,Single,5480.0,39,Yes,4,2.2,169.0,0
58,M,Support,1,Single,12591.0,17,No,3,0.2999999999999998,15.0,0
28,F,Engineering,2,Married,17178.0,36,No,4,8.0,47.0,0
62,M,Support,2,Married,8083.0,9,No,3,5.3,66.0,0
42,F,HR,3,Single,14104.0,0,No,3,19.3,115.0,0
42,M,Engineering,2,Single,6463.0,32,No,4,-0.1999999999999999,63.0,0
30,F,Finance,4,Single,5400.0,9,No,3,6.1,88.0,0
21,M,Finance,4,Single,10975.0,32,No,3,9.5,145.0,0
59,F,HR,3,Divorced,12535.0,20,No,3,6.5,59.0,0
44,M,Engineering,2,Married,11214.0,25,No,3,36.4,93.0,0
33,F,Finance,4,Married,7942.0,29,No,3,2.8,87.0,0
29,F,Sales,3,Married,4952.0,7,Yes,4,19.4,2.0,0
26,F,Engineering,1,Single,8137.0,26,No,3,7.0,6.0,0
42,F,Sales,2,Married,3821.0,0,No,3,24.2,58.0,0
52,M,Support,2,Married,3869.0,5,No,2,0.0,89.0,0
23,F,HR,3,Divorced,9754.0,23,No,3,10.4,157.0,0
62,F,Finance,2,Married,6114.0,13,No,3,3.0,140.0,0
32,F,Engineering,1,Married,5060.0,0,No,3,15.3,7.0,0
57,M,Finance,2,Divorced,2923.0,38,No,3,17.3,129.0,0
25,F,Sales,1,Married,7108.0,28,No,3,2.7,195.0,0
63,F,Engineering,1,Married,7372.0,38,No,4,7.5,190.0,0
43,M,Engineering,3,Single,4625.0,13,Yes,4,3.5,124.0,0
43,M,Engineering,4,Married,5244.0,1,No,3,13.0,177.0,0
25,M,Finance,2,Divorced,9088.0,0,No,3,5.2,145.0,0
58,M,Engineering,2,Single,6709.0,29,No,3,20.2,4.0,0
32,F,Sales,1,Single,23469.0,37,No,3,8.1,188.0,0
29,F,Support,3,Married,6735.0,7,No,2,0.8999999999999999,156.0,0
44,F,Engineering,4,Single,7178.0,17,Yes,3,-0.3,186.0,0
38,M,Support,1,Single,4266.0,27,No,3,4.9,30.0,0
31,F,Sales,3,Single,6537.0,12,No,3,30.4,13.0,0
20,M,Sales,2,Single,5827.0,40,No,3,12.3,141.0,0
34,M,Sales,2,Married,9552.0,10,No,4,18.9,12.0,0
55,M,Engineering,4,Married,13504.0,13,No,3,24.3,89.0,0
39,M,Finance,3,Single,6431.0,15,Yes,3,10.8,102.0,0
28,M,Engineering,2,Single,5235.0,3,Yes,4,10.0,53.0,0
31,M,Sales,1,Married,4599.0,38,Yes,3,7.7,169.0,1
44,F,Sales,2,Single,7832.0,15,No,3,8.9,123.0,0
60,M,Finance,2,Married,9304.0,35,Yes,2,10.5,56.0,1
38,F,Sales,2,Married,3261.0,40,No,3,11.8,146.0,0
20,F,Support,1,Single,6392.0,25,No,3,7.199999999999999,42.0,0
45,F,Engineering,3,Single,5296.0,37,No,3,17.0,29.0,0
56,M,Sales,2,Single,12650.0,19,No,3,12.2,14.0,0
19,M,Support,4,Married,6444.0,10,Yes,3,20.7,43.0,0
51,F,HR,2,Married,4100.0,23,No,3,12.0,126.0,0
28,F,Engineering,3,Single,3840.0,17,No,3,18.0,117.0,0
47,F,Engineering,1,Single,9219.0,5,No,3,3.4000000000000004,124.0,0
62,M,Sales,4,Single,9276.0,31,Yes,2,3.1,46.0,0
20,M,Support,1,Single,4562.0,17,No,2,14.6,58.0,0
18,M,Engineering,2,Married,11840.0,23,Yes,2,4.9,119.0,0
20,M,HR,4,Married,4472.0,12,Yes,3,7.9,8.0,1
54,M,Finance,2,Married,4191.0,8,No,3,23.8,25.0,1
49,M,Sales,4,Single,9335.0,30,No,3,7.9,106.0,0
42,F,Sales,4,Married,4583.0,18,No,3,16.3,58.0,0
40,F,Finance,2,Married,6405.0,12,No,1,8.9,140.0,0
46,F,HR,3,Married,5883.0,35,No,3,7.5,156.0,1
29,M,Engineering,2,Married,6653.0,40,No,2,23.7,106.0,0
60,F,Finance,2,Married,7016.0,29,Yes,3,4.2,153.0,0
19,F,Sales,3,Single,6904.0,37,No,4,7.0,147.0,0
61,M,Engineering,2,Married,3571.0,4,No,3,8.3,87.0,0
56,M,Finance,2,Single,5287.0,20,No,3,5.3,78.0,0
60,M,Sales,5,Married,2083.0,25,Yes,2,6.5,104.0,1
43,M,Engineering,1,Single,6119.0,40,No,3,9.7,180.0,0
63,F,Support,1,Divorced,4862.0,36,Yes,3,14.6,62.0,0
38,F,Sales,2,Single,5304.0,12,No,3,18.5,88.0,0
30,F,Sales,2,Divorced,6148.0,1,Yes,2,12.7,11.0,0
18,F,Finance,3,Divorced,18234.0,37,Yes,3,5.0,140.0,0
56,F,Engineering,1,Single,8062.0,10,Yes,3,8.4,190.0,0
25,M,Sales,3,Single,7532.0,14,Yes,3,25.0,97.0,0
53,F,Sales,3,Single,13120.0,34,No,3,6.1,54.0,0
62,F,Support,1,Married,5166.0,25,No,3,2.9000000000000004,89.0,0
32,M,HR,3,Married,5129.0,16,No,1,3.1,77.0,0
22,M,Sales,1,Single,11413.0,25,No,3,34.9,193.0,1
54,M,Sales,3,Single,8689.0,28,No,2,7.1,104.0,0
57,M,Sales,1,Single,10465.0,3,No,3,38.8,193.0,0
50,M,Support,3,Married,10766.0,4,No,3,5.4,83.0,0
55,M,Support,1,Married,3783.0,33,No,3,9.2,107.0,0
57,F,Finance,1,Divorced,11548.0,7,Yes,1,6.0,166.0,0
52,F,Sales,2,Single,7021.0,19,Yes,3,8.5,16.0,0
55,M,Support,1,Married,6773.0,40,No,3,5.0,153.0,0
40,M,HR,2,Married,15885.0,40,Yes,3,2.8,26.0,0
44,F,Engineering,2,Married,4536.0,22,No,4,18.6,46.0,0
23,M,Engineering,2,Single,7413.0,7,No,2,15.4,141.0,0
41,M,Sales,1,Married,12048.0,4,No,2,4.5,169.0,0
44,F,HR,2,Single,14426.0,3,No,2,1.6,189.0,0
55,M,Sales,2,Single,6422.0,6,Yes,3,-1.2,118.0,0
45,F,HR,2,Single,6892.0,34,Yes,2,14.4,186.0,1
23,M,Support,1,Divorced,7172.0,20,Yes,3,4.2,67.0,0
41,F,Finance,4,Married,9883.0,12,Yes,4,1.1,36.0,0
28,M,Finance,2,Married,8032.0,34,Yes,4,41.9,80.0,0
39,M,Sales,1,Married,14427.0,22,Yes,3,18.1,145.0,0
53,F,Engineering,1,Single,6549.0,22,No,4,28.6,6.0,0
34,F,Engineering,2,Married,2961.0,33,Yes,3,31.8,171.0,0
47,F,Engineering,3,Married,5980.0,30,No,3,19.7,87.0,0
25,F,HR,1,Married,3901.0,19,No,3,9.4,180.0,0
26,F,Engineering,3,Married,18263.0,10,No,3,-0.8,135.0,0
46,M,Finance,1,Married,11301.0,32,Yes,2,-0.8999999999999999,99.0,0
34,F,Engineering,1,Married,4550.0,12,Yes,3,8.1,82.0,0
61,F,Sales,2,Single,11247.0,36,No,3,-0.7,192.0,0
31,M,Engineering,3,Divorced,5110.0,1,No,3,12.5,51.0,0
55,F,Engineering,2,Single,10838.0,29,No,4,5.0,52.0,0
55,M,Finance,2,Married,21154.0,36,Yes,3,4.8,29.0,0
49,M,Sales,2,Single,8229.0,33,No,3,23.3,140.0,0
